,question,answer,image_id,answer_idx,tokens,indexed
6920,what is the object that is placed on the middle rack of the stand that is placed closed to the wall,projector,image6,-1,"['what', 'is', 'the', 'object', 'that', 'is', 'placed', 'on', 'the', 'middle', 'rack', 'of', 'the', 'stand', 'that', 'is', 'placed', 'closed', 'to', 'the', 'wall']","[1060, 510, 966, 639, 965, 510, 720, 646, 966, 603, 759, 643, 966, 900, 965, 510, 720, 197, 984, 966]"
6921,how many chairs are there,5,image794,-1,"['how', 'many', 'chairs', 'are', 'there']","[474, 588, 178, 26, 969, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6922,how many racks are found fully visible in the bookshelf,4,image861,-1,"['how', 'many', 'racks', 'are', 'found', 'fully', 'visible', 'in', 'the', 'bookshelf']","[474, 588, 761, 26, 391, 404, 1046, 500, 966, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6923,what is the object right side of the table and left of the dustbin,wall_divider,image53,-1,"['what', 'is', 'the', 'object', 'right', 'side', 'of', 'the', 'table', 'and', 'left', 'of', 'the', 'dustbin']","[1060, 510, 966, 639, 785, 854, 643, 966, 944, 15, 562, 643, 966, 325, 0, 0, 0, 0, 0, 0]"
6924,how many photos are there,2,image899,-1,"['how', 'many', 'photos', 'are', 'there']","[474, 588, 701, 26, 969, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6925,what is on the right side of the refrigerator,electrical_kettle,image843,-1,"['what', 'is', 'on', 'the', 'right', 'side', 'of', 'the', 'refrigerator']","[1060, 510, 646, 966, 785, 854, 643, 966, 775, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6926,what is the colour of the tiles,"white, brown",image1410,-1,"['what', 'is', 'the', 'colour', 'of', 'the', 'tiles']","[1060, 510, 966, 211, 643, 966, 980, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6927,what is on the right side of the bed,table,image1124,-1,"['what', 'is', 'on', 'the', 'right', 'side', 'of', 'the', 'bed']","[1060, 510, 646, 966, 785, 854, 643, 966, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6928,what is near the baby chair,toy_stroller,image1414,-1,"['what', 'is', 'near', 'the', 'baby', 'chair']","[1060, 510, 623, 966, 37, 177, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6929,what is the object on the post case,notecards,image100,-1,"['what', 'is', 'the', 'object', 'on', 'the', 'post', 'case']","[1060, 510, 966, 639, 646, 966, 740, 162, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6930,what is on the left side of the bed,lamp,image1014,-1,"['what', 'is', 'on', 'the', 'left', 'side', 'of', 'the', 'bed']","[1060, 510, 646, 966, 562, 854, 643, 966, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6931,what is on the sofa,pillow,image462,-1,"['what', 'is', 'on', 'the', 'sofa']","[1060, 510, 646, 966, 873, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6932,what is in front of the projector screen,ladder,image7,-1,"['what', 'is', 'in', 'front', 'of', 'the', 'projector', 'screen']","[1060, 510, 500, 400, 643, 966, 752, 819, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6933,what is to the left of table,person,image230,-1,"['what', 'is', 'to', 'the', 'left', 'of', 'table']","[1060, 510, 984, 966, 562, 643, 944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6934,what is at the right side of the television,door,image1198,-1,"['what', 'is', 'at', 'the', 'right', 'side', 'of', 'the', 'television']","[1060, 510, 32, 966, 785, 854, 643, 966, 960, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6935,what is on the shelf,radio,image290,-1,"['what', 'is', 'on', 'the', 'shelf']","[1060, 510, 646, 966, 842, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6936,what is the tall object in front of the mirror,ornamental_plant,image716,-1,"['what', 'is', 'the', 'tall', 'object', 'in', 'front', 'of', 'the', 'mirror']","[1060, 510, 966, 947, 639, 500, 400, 643, 966, 604, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6937,what is stuck on the top of the sink,mirror,image663,-1,"['what', 'is', 'stuck', 'on', 'the', 'top', 'of', 'the', 'sink']","[1060, 510, 925, 646, 966, 993, 643, 966, 860, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6938,what is in the middle of the night stand,tissue_box,image926,-1,"['what', 'is', 'in', 'the', 'middle', 'of', 'the', 'night', 'stand']","[1060, 510, 500, 966, 603, 643, 966, 629, 900, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6939,what is on the right side of the glass container,bottle,image1389,-1,"['what', 'is', 'on', 'the', 'right', 'side', 'of', 'the', 'glass', 'container']","[1060, 510, 646, 966, 785, 854, 643, 966, 417, 226, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6940,how many tables are there,2,image523,-1,"['how', 'many', 'tables', 'are', 'there']","[474, 588, 946, 26, 969, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6941,what is the largest object on the table,lamp,image1021,-1,"['what', 'is', 'the', 'largest', 'object', 'on', 'the', 'table']","[1060, 510, 966, 554, 639, 646, 966, 944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6942,what is to the right of the tv stand,speaker,image169,-1,"['what', 'is', 'to', 'the', 'right', 'of', 'the', 'tv', 'stand']","[1060, 510, 984, 966, 785, 643, 966, 1021, 900, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6943,what is on the table,"box, ipad",image599,-1,"['what', 'is', 'on', 'the', 'table']","[1060, 510, 646, 966, 944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6944,what is the colour of the knife rack,yellow,image766,-1,"['what', 'is', 'the', 'colour', 'of', 'the', 'knife', 'rack']","[1060, 510, 966, 211, 643, 966, 537, 759, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6945,what is the object on the stool,television,image1138,-1,"['what', 'is', 'the', 'object', 'on', 'the', 'stool']","[1060, 510, 966, 639, 646, 966, 916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6946,what are the objects that are placed close inside the pen stand,"pen, pencil, scale",image11,-1,"['what', 'are', 'the', 'objects', 'that', 'are', 'placed', 'close', 'inside', 'the', 'pen', 'stand']","[1060, 26, 966, 640, 965, 26, 720, 196, 505, 966, 689, 900, 0, 0, 0, 0, 0, 0, 0, 0]"
6947,what is the largest object,refridgerator,image807,-1,"['what', 'is', 'the', 'largest', 'object']","[1060, 510, 966, 554, 639, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6948,how many electrical objects are on the cabinet,2,image139,-1,"['how', 'many', 'electrical', 'objects', 'are', 'on', 'the', 'cabinet']","[474, 588, 334, 640, 26, 646, 966, 137, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6949,what is at the corner of the window,printer,image614,-1,"['what', 'is', 'at', 'the', 'corner', 'of', 'the', 'window']","[1060, 510, 32, 966, 240, 643, 966, 1072, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6950,what is in between the piano and the shelf,mirror,image1044,-1,"['what', 'is', 'in', 'between', 'the', 'piano', 'and', 'the', 'shelf']","[1060, 510, 500, 78, 966, 702, 15, 966, 842, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6951,what are the objects kept close on the shelves,books,image106,-1,"['what', 'are', 'the', 'objects', 'kept', 'close', 'on', 'the', 'shelves']","[1060, 26, 966, 640, 526, 196, 646, 966, 844, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6952,what is the object close to the ceiling,light,image107,-1,"['what', 'is', 'the', 'object', 'close', 'to', 'the', 'ceiling']","[1060, 510, 966, 639, 196, 984, 966, 167, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6953,what is the object close to the wall above to the towel rod,cabinet,image659,-1,"['what', 'is', 'the', 'object', 'close', 'to', 'the', 'wall', 'above', 'to', 'the', 'towel', 'rod']","[1060, 510, 966, 639, 196, 984, 966, 1049, 5, 984, 966, 998, 789, 0, 0, 0, 0, 0, 0, 0]"
6954,what is on the left side table,tissue_box,image524,-1,"['what', 'is', 'on', 'the', 'left', 'side', 'table']","[1060, 510, 646, 966, 562, 854, 944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6955,how many chairs are visible,3,image334,-1,"['how', 'many', 'chairs', 'are', 'visible']","[474, 588, 178, 26, 1046, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6956,what is the white object on the left side of the toilet,bathtub,image511,-1,"['what', 'is', 'the', 'white', 'object', 'on', 'the', 'left', 'side', 'of', 'the', 'toilet']","[1060, 510, 966, 1067, 639, 646, 966, 562, 854, 643, 966, 987, 0, 0, 0, 0, 0, 0, 0, 0]"
6957,what is on the floor,floor_mat,image1334,-1,"['what', 'is', 'on', 'the', 'floor']","[1060, 510, 646, 966, 377, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6958,what is found on the left side,curtain,image1095,-1,"['what', 'is', 'found', 'on', 'the', 'left', 'side']","[1060, 510, 391, 646, 966, 562, 854, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6959,how many chairs are there around the dining table,5,image1276,-1,"['how', 'many', 'chairs', 'are', 'there', 'around', 'the', 'dining', 'table']","[474, 588, 178, 26, 969, 31, 966, 284, 944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6960,what is the colour of the table and chair,brown,image1350,-1,"['what', 'is', 'the', 'colour', 'of', 'the', 'table', 'and', 'chair']","[1060, 510, 966, 211, 643, 966, 944, 15, 177, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6961,what is the object on top of the shelf frame,cup,image98,-1,"['what', 'is', 'the', 'object', 'on', 'top', 'of', 'the', 'shelf', 'frame']","[1060, 510, 966, 639, 646, 993, 643, 966, 842, 394, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6962,what is on the right side of the bookshelf,toy_house,image400,-1,"['what', 'is', 'on', 'the', 'right', 'side', 'of', 'the', 'bookshelf']","[1060, 510, 646, 966, 785, 854, 643, 966, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6963,what is the colour of the bed sheet,white,image180,-1,"['what', 'is', 'the', 'colour', 'of', 'the', 'bed', 'sheet']","[1060, 510, 966, 211, 643, 966, 62, 840, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6964,what is the object on the table,television,image980,-1,"['what', 'is', 'the', 'object', 'on', 'the', 'table']","[1060, 510, 966, 639, 646, 966, 944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6965,what is on the right side of the stove,electrical_kettle,image785,-1,"['what', 'is', 'on', 'the', 'right', 'side', 'of', 'the', 'stove']","[1060, 510, 646, 966, 785, 854, 643, 966, 920, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6966,what is behind of garbage bin,toilet_brush,image733,-1,"['what', 'is', 'behind', 'of', 'garbage', 'bin']","[1060, 510, 70, 643, 409, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6967,what is on the left side of the stove,knife_rack,image754,-1,"['what', 'is', 'on', 'the', 'left', 'side', 'of', 'the', 'stove']","[1060, 510, 646, 966, 562, 854, 643, 966, 920, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6968,what is on the left side of the rack,chair,image460,-1,"['what', 'is', 'on', 'the', 'left', 'side', 'of', 'the', 'rack']","[1060, 510, 646, 966, 562, 854, 643, 966, 759, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6969,what is at the right side of the bed,bookshelf,image1185,-1,"['what', 'is', 'at', 'the', 'right', 'side', 'of', 'the', 'bed']","[1060, 510, 32, 966, 785, 854, 643, 966, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6970,what is stuck on the wall behind the chair,photo,image967,-1,"['what', 'is', 'stuck', 'on', 'the', 'wall', 'behind', 'the', 'chair']","[1060, 510, 925, 646, 966, 1049, 70, 966, 177, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6971,what is on the cot,"bed, rug, blanket, pillow",image74,-1,"['what', 'is', 'on', 'the', 'cot']","[1060, 510, 646, 966, 242, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6972,what is above the board,clock,image300,-1,"['what', 'is', 'above', 'the', 'board']","[1060, 510, 5, 966, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6973,what are the objects on the floor,"bag, shoe, garbage_bin, bag, box",image61,-1,"['what', 'are', 'the', 'objects', 'on', 'the', 'floor']","[1060, 26, 966, 640, 646, 966, 377, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6974,what is the object in front of the room divider left of the table,plant,image1270,-1,"['what', 'is', 'the', 'object', 'in', 'front', 'of', 'the', 'room', 'divider', 'left', 'of', 'the', 'table']","[1060, 510, 966, 639, 500, 400, 643, 966, 796, 296, 562, 643, 966, 944, 0, 0, 0, 0, 0, 0]"
6975,what is stuck close to every shelf frame in front of the books,sticker,image111,-1,"['what', 'is', 'stuck', 'close', 'to', 'every', 'shelf', 'frame', 'in', 'front', 'of', 'the', 'books']","[1060, 510, 925, 196, 984, 341, 842, 394, 500, 400, 643, 966, 104, 0, 0, 0, 0, 0, 0, 0]"
6976,what instrument is found on the floor,microphone_stand,image1090,-1,"['what', 'instrument', 'is', 'found', 'on', 'the', 'floor']","[1060, 506, 510, 391, 646, 966, 377, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6977,what is on the table,"monitor, mouse, speaker, book",image946,-1,"['what', 'is', 'on', 'the', 'table']","[1060, 510, 646, 966, 944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6978,what are stuck on the wall,photo,image1345,-1,"['what', 'are', 'stuck', 'on', 'the', 'wall']","[1060, 26, 925, 646, 966, 1049, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6979,what is the colour of the floor tile,white,image760,-1,"['what', 'is', 'the', 'colour', 'of', 'the', 'floor', 'tile']","[1060, 510, 966, 211, 643, 966, 377, 979, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6980,what is the large black object next to the brown door,sofa,image43,-1,"['what', 'is', 'the', 'large', 'black', 'object', 'next', 'to', 'the', 'brown', 'door']","[1060, 510, 966, 552, 90, 639, 628, 984, 966, 122, 307, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6981,what is the colour of the towel,green,image848,-1,"['what', 'is', 'the', 'colour', 'of', 'the', 'towel']","[1060, 510, 966, 211, 643, 966, 998, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6982,what are found on the cabinet,"lamp, alarm_clock, telephone",image1076,-1,"['what', 'are', 'found', 'on', 'the', 'cabinet']","[1060, 26, 391, 646, 966, 137, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6983,what is on the bed,"clothes, pillow",image1006,-1,"['what', 'is', 'on', 'the', 'bed']","[1060, 510, 646, 966, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6984,what is behind the laptop,ornamental_plant,image378,-1,"['what', 'is', 'behind', 'the', 'laptop']","[1060, 510, 70, 966, 549, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6985,what is on the table,paper,image1099,-1,"['what', 'is', 'on', 'the', 'table']","[1060, 510, 646, 966, 944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6986,what is to the left of the book,lamp,image932,-1,"['what', 'is', 'to', 'the', 'left', 'of', 'the', 'book']","[1060, 510, 984, 966, 562, 643, 966, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6987,what are stuck on the wall,"mirror, photo",image1234,-1,"['what', 'are', 'stuck', 'on', 'the', 'wall']","[1060, 26, 925, 646, 966, 1049, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6988,what is near to the table,chair,image1388,-1,"['what', 'is', 'near', 'to', 'the', 'table']","[1060, 510, 623, 984, 966, 944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6989,what is to the left of the table,chessboard,image430,-1,"['what', 'is', 'to', 'the', 'left', 'of', 'the', 'table']","[1060, 510, 984, 966, 562, 643, 966, 944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6990,how many black pillows are there,6,image959,-1,"['how', 'many', 'black', 'pillows', 'are', 'there']","[474, 588, 90, 713, 26, 969, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6991,what is the largest blue object in this picture,garbage_bin,image9,-1,"['what', 'is', 'the', 'largest', 'blue', 'object', 'in', 'this', 'picture']","[1060, 510, 966, 554, 98, 639, 500, 974, 703, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6992,what are stuck on the wall,photo,image1173,-1,"['what', 'are', 'stuck', 'on', 'the', 'wall']","[1060, 26, 925, 646, 966, 1049, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6993,what is on the wall,picture,image1415,-1,"['what', 'is', 'on', 'the', 'wall']","[1060, 510, 646, 966, 1049, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6994,what is the colour of the plastic bottle,green,image841,-1,"['what', 'is', 'the', 'colour', 'of', 'the', 'plastic', 'bottle']","[1060, 510, 966, 211, 643, 966, 724, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6995,what are the things on the piano,"photo, sheet_music",image1411,-1,"['what', 'are', 'the', 'things', 'on', 'the', 'piano']","[1060, 26, 966, 971, 646, 966, 702, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6996,what color is the armchair,black,image1226,-1,"['what', 'color', 'is', 'the', 'armchair']","[1060, 207, 510, 966, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6997,what is in front of the window,sofa,image1254,-1,"['what', 'is', 'in', 'front', 'of', 'the', 'window']","[1060, 510, 500, 400, 643, 966, 1072, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6998,what object is found below the window,chair,image1101,-1,"['what', 'object', 'is', 'found', 'below', 'the', 'window']","[1060, 639, 510, 391, 72, 966, 1072, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6999,what is the colour of the refridgerator,white,image775,-1,"['what', 'is', 'the', 'colour', 'of', 'the', 'refridgerator']","[1060, 510, 966, 211, 643, 966, 774, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7000,what is behind the table,cabinet,image1382,-1,"['what', 'is', 'behind', 'the', 'table']","[1060, 510, 70, 966, 944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7001,what is to the right of cot,table,image73,-1,"['what', 'is', 'to', 'the', 'right', 'of', 'cot']","[1060, 510, 984, 966, 785, 643, 242, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7002,what are the things found on the sink table,"fruit_basket, food_wrapped_on_a_tray, bottle_of_hand_wash_liquid, telephone",image839,-1,"['what', 'are', 'the', 'things', 'found', 'on', 'the', 'sink', 'table']","[1060, 26, 966, 971, 391, 646, 966, 860, 944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7003,what is to the right side of the cabinet,fireplace,image1261,-1,"['what', 'is', 'to', 'the', 'right', 'side', 'of', 'the', 'cabinet']","[1060, 510, 984, 966, 785, 854, 643, 966, 137, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7004,what is hanging on the hanger,shirts_in_hanger,image115,-1,"['what', 'is', 'hanging', 'on', 'the', 'hanger']","[1060, 510, 444, 646, 966, 442, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7005,what is on the right side of the bed,curtain,image926,-1,"['what', 'is', 'on', 'the', 'right', 'side', 'of', 'the', 'bed']","[1060, 510, 646, 966, 785, 854, 643, 966, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7006,what is the colour of the chart to the left of the tree,yellow,image306,-1,"['what', 'is', 'the', 'colour', 'of', 'the', 'chart', 'to', 'the', 'left', 'of', 'the', 'tree']","[1060, 510, 966, 211, 643, 966, 183, 984, 966, 562, 643, 966, 1008, 0, 0, 0, 0, 0, 0, 0]"
7007,how many green bags are visible,1,image1010,-1,"['how', 'many', 'green', 'bags', 'are', 'visible']","[474, 588, 425, 43, 26, 1046, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7008,what are the things on the cabinet,"vase, tray, lamp, toy",image1095,-1,"['what', 'are', 'the', 'things', 'on', 'the', 'cabinet']","[1060, 26, 966, 971, 646, 966, 137, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7009,what is the colour of window,white,image282,-1,"['what', 'is', 'the', 'colour', 'of', 'window']","[1060, 510, 966, 211, 643, 1072, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7010,what is at the centre of chairs,table,image1406,-1,"['what', 'is', 'at', 'the', 'centre', 'of', 'chairs']","[1060, 510, 32, 966, 173, 643, 178, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7011,what is behind the ornamental plant,window,image620,-1,"['what', 'is', 'behind', 'the', 'ornamental', 'plant']","[1060, 510, 70, 966, 658, 722, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7012,what is the object on the floor behind the screen,bathtub,image744,-1,"['what', 'is', 'the', 'object', 'on', 'the', 'floor', 'behind', 'the', 'screen']","[1060, 510, 966, 639, 646, 966, 377, 70, 966, 819, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7013,what is in front of the photo,piano,image1209,-1,"['what', 'is', 'in', 'front', 'of', 'the', 'photo']","[1060, 510, 500, 400, 643, 966, 698, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7014,what is to the left side of the clothing hamper,toys_basket,image1164,-1,"['what', 'is', 'to', 'the', 'left', 'side', 'of', 'the', 'clothing', 'hamper']","[1060, 510, 984, 966, 562, 854, 643, 966, 203, 434, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7015,what is on the table,decorative_item,image1348,-1,"['what', 'is', 'on', 'the', 'table']","[1060, 510, 646, 966, 944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7016,what is the colour of the files below the wooden shelf,yellow,image9,-1,"['what', 'is', 'the', 'colour', 'of', 'the', 'files', 'below', 'the', 'wooden', 'shelf']","[1060, 510, 966, 211, 643, 966, 361, 72, 966, 1084, 842, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7017,what is on the left side of the mattress on the floor,"paper, napkin_dispenser",image532,-1,"['what', 'is', 'on', 'the', 'left', 'side', 'of', 'the', 'mattress', 'on', 'the', 'floor']","[1060, 510, 646, 966, 562, 854, 643, 966, 597, 646, 966, 377, 0, 0, 0, 0, 0, 0, 0, 0]"
7018,what object is front,sofa,image1272,-1,"['what', 'object', 'is', 'front']","[1060, 639, 510, 400, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7019,what is found on the floor,floor_mat,image1327,-1,"['what', 'is', 'found', 'on', 'the', 'floor']","[1060, 510, 391, 646, 966, 377, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7020,what is found on the floor,bed,image1102,-1,"['what', 'is', 'found', 'on', 'the', 'floor']","[1060, 510, 391, 646, 966, 377, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7021,what is the colour of the stool and chair,black,image1226,-1,"['what', 'is', 'the', 'colour', 'of', 'the', 'stool', 'and', 'chair']","[1060, 510, 966, 211, 643, 966, 916, 15, 177, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7022,what is on the right side of the bookshelf,bed,image1082,-1,"['what', 'is', 'on', 'the', 'right', 'side', 'of', 'the', 'bookshelf']","[1060, 510, 646, 966, 785, 854, 643, 966, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7023,how many brushes are there,1,image688,-1,"['how', 'many', 'brushes', 'are', 'there']","[474, 588, 124, 26, 969, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
